review_id,date,author,aspect,aspect_detail,opinion,sentiment_score,aspect_sentiment,derived_sentiment,is_service_killer,original_text
rev_30,03/22/2026 02:31:37,Yijae Chang Chien,Value,udon,good and cheap,0.7,Positive,Positive,FALSE,"We had been waiting for almost a year for the opening! Even it was a bit crowded during grand opening and the waiting time was 30 mins, the food and experience still outperformed! You cannot get a cheaper but good udon elsewhere in Toronto. I would recommend to go with a regular udon and order more tempuras as sides so you don’t get too full. Would definitely come back to try other tempuras in near future."
rev_30,03/22/2026 02:31:37,Yijae Chang Chien,Tempura,tempuras,recommended as sides,0.8,Positive,Positive,FALSE,"We had been waiting for almost a year for the opening! Even it was a bit crowded during grand opening and the waiting time was 30 mins, the food and experience still outperformed! You cannot get a cheaper but good udon elsewhere in Toronto. I would recommend to go with a regular udon and order more tempuras as sides so you don’t get too full. Would definitely come back to try other tempuras in near future."
rev_32,03/21/2026 23:14:10,Samuel S,Yusen & Prep,udon noodles,great bounce,0.9,Positive,Positive,FALSE,"Udon was great. Great bounce and absorbed all the flavours in the soup. Knocking down one star because the tempura was pretty bad. Used to a light and airy batter with my tempura, but the one we got today was thicker and not too flavourful even with the dipping sauce.

Love the fast food cafeteria style concept. It was great trying it in Japan and loved that they brought it to Canada."
rev_32,03/21/2026 23:14:10,Samuel S,Seimen,soup,absorbed all flavours,0.9,Positive,Positive,FALSE,"Udon was great. Great bounce and absorbed all the flavours in the soup. Knocking down one star because the tempura was pretty bad. Used to a light and airy batter with my tempura, but the one we got today was thicker and not too flavourful even with the dipping sauce.

Love the fast food cafeteria style concept. It was great trying it in Japan and loved that they brought it to Canada."
rev_32,03/21/2026 23:14:10,Samuel S,Tempura,tempura,pretty bad,-0.7,Negative,Negative,TRUE,"Udon was great. Great bounce and absorbed all the flavours in the soup. Knocking down one star because the tempura was pretty bad. Used to a light and airy batter with my tempura, but the one we got today was thicker and not too flavourful even with the dipping sauce.

Love the fast food cafeteria style concept. It was great trying it in Japan and loved that they brought it to Canada."
rev_32,03/21/2026 23:14:10,Samuel S,Service,service,fast food concept,0.9,Positive,Positive,FALSE,"Udon was great. Great bounce and absorbed all the flavours in the soup. Knocking down one star because the tempura was pretty bad. Used to a light and airy batter with my tempura, but the one we got today was thicker and not too flavourful even with the dipping sauce.

Love the fast food cafeteria style concept. It was great trying it in Japan and loved that they brought it to Canada."
rev_33,03/21/2026 01:32:45,Brian T,Service,owners,best and nicest,0.9,Positive,Positive,FALSE,The best & nicest owners !! Come early before the udon sells out!!
rev_33,03/21/2026 01:32:45,Brian T,Seimen,udon,sells out quickly,0.8,Positive,Positive,FALSE,The best & nicest owners !! Come early before the udon sells out!!
rev_34,03/20/2026 21:39:10,Anna-Michelle Paderina,Yusen & Prep,noodles,Amazing noodles,1,Positive,Positive,FALSE,Amazing 10/10 noodles and broth.
rev_34,03/20/2026 21:39:10,Anna-Michelle Paderina,Seimen,broth,Amazing broth,1,Positive,Positive,FALSE,Amazing 10/10 noodles and broth.
rev_36,03/19/2026 22:07:20,Fiona,Seimen,udon texture,amazing,1,Positive,Positive,FALSE,"I visited Margame Udon twice even before the grand opening, and I already fell in love with it!

The udon texture is amazing - perfectly chewy and fresh. The shrimp tempura is honestly the best - super crispy and so satisfying. The soup is also very comforting. I always leave feeling so happy after the meal. I’ve even recommended it to my colleagues, and they all loved it too!

I already loved this brand when I had it in Japan, so I was really excited to see it here.

Just a small suggestion - the return area can get a bit messy, and sometimes you have to wait for staff to collect trays before you can leave. Also, tables could be cleaned a bit more frequently, especially during busy times when there are long lines. It might help to have more staff focusing on cleaning.

Overall, still a great experience and I’ll definitely keep coming back!
- ̗̀ ( ˶'ᵕ'˶) ̖́-"
rev_36,03/19/2026 22:07:20,Fiona,Tempura,shrimp tempura,best,1,Positive,Positive,FALSE,"I visited Margame Udon twice even before the grand opening, and I already fell in love with it!

The udon texture is amazing - perfectly chewy and fresh. The shrimp tempura is honestly the best - super crispy and so satisfying. The soup is also very comforting. I always leave feeling so happy after the meal. I’ve even recommended it to my colleagues, and they all loved it too!

I already loved this brand when I had it in Japan, so I was really excited to see it here.

Just a small suggestion - the return area can get a bit messy, and sometimes you have to wait for staff to collect trays before you can leave. Also, tables could be cleaned a bit more frequently, especially during busy times when there are long lines. It might help to have more staff focusing on cleaning.

Overall, still a great experience and I’ll definitely keep coming back!
- ̗̀ ( ˶'ᵕ'˶) ̖́-"
rev_36,03/19/2026 22:07:20,Fiona,Seimen,soup,comforting,1,Positive,Positive,FALSE,"I visited Margame Udon twice even before the grand opening, and I already fell in love with it!

The udon texture is amazing - perfectly chewy and fresh. The shrimp tempura is honestly the best - super crispy and so satisfying. The soup is also very comforting. I always leave feeling so happy after the meal. I’ve even recommended it to my colleagues, and they all loved it too!

I already loved this brand when I had it in Japan, so I was really excited to see it here.

Just a small suggestion - the return area can get a bit messy, and sometimes you have to wait for staff to collect trays before you can leave. Also, tables could be cleaned a bit more frequently, especially during busy times when there are long lines. It might help to have more staff focusing on cleaning.

Overall, still a great experience and I’ll definitely keep coming back!
- ̗̀ ( ˶'ᵕ'˶) ̖́-"
rev_36,03/19/2026 22:07:20,Fiona,Service,return area,messy,-1,Negative,Negative,TRUE,"I visited Margame Udon twice even before the grand opening, and I already fell in love with it!

The udon texture is amazing - perfectly chewy and fresh. The shrimp tempura is honestly the best - super crispy and so satisfying. The soup is also very comforting. I always leave feeling so happy after the meal. I’ve even recommended it to my colleagues, and they all loved it too!

I already loved this brand when I had it in Japan, so I was really excited to see it here.

Just a small suggestion - the return area can get a bit messy, and sometimes you have to wait for staff to collect trays before you can leave. Also, tables could be cleaned a bit more frequently, especially during busy times when there are long lines. It might help to have more staff focusing on cleaning.

Overall, still a great experience and I’ll definitely keep coming back!
- ̗̀ ( ˶'ᵕ'˶) ̖́-"
rev_36,03/19/2026 22:07:20,Fiona,Service,table cleaning,needs more frequent,-1,Negative,Negative,TRUE,"I visited Margame Udon twice even before the grand opening, and I already fell in love with it!

The udon texture is amazing - perfectly chewy and fresh. The shrimp tempura is honestly the best - super crispy and so satisfying. The soup is also very comforting. I always leave feeling so happy after the meal. I’ve even recommended it to my colleagues, and they all loved it too!

I already loved this brand when I had it in Japan, so I was really excited to see it here.

Just a small suggestion - the return area can get a bit messy, and sometimes you have to wait for staff to collect trays before you can leave. Also, tables could be cleaned a bit more frequently, especially during busy times when there are long lines. It might help to have more staff focusing on cleaning.

Overall, still a great experience and I’ll definitely keep coming back!
- ̗̀ ( ˶'ᵕ'˶) ̖́-"
rev_36,03/19/2026 22:07:20,Fiona,Service,waiting for staff,have to wait,-1,Negative,Negative,TRUE,"I visited Margame Udon twice even before the grand opening, and I already fell in love with it!

The udon texture is amazing - perfectly chewy and fresh. The shrimp tempura is honestly the best - super crispy and so satisfying. The soup is also very comforting. I always leave feeling so happy after the meal. I’ve even recommended it to my colleagues, and they all loved it too!

I already loved this brand when I had it in Japan, so I was really excited to see it here.

Just a small suggestion - the return area can get a bit messy, and sometimes you have to wait for staff to collect trays before you can leave. Also, tables could be cleaned a bit more frequently, especially during busy times when there are long lines. It might help to have more staff focusing on cleaning.

Overall, still a great experience and I’ll definitely keep coming back!
- ̗̀ ( ˶'ᵕ'˶) ̖́-"
rev_36,03/19/2026 22:07:20,Fiona,Service,long lines,during busy times,-1,Negative,Negative,TRUE,"I visited Margame Udon twice even before the grand opening, and I already fell in love with it!

The udon texture is amazing - perfectly chewy and fresh. The shrimp tempura is honestly the best - super crispy and so satisfying. The soup is also very comforting. I always leave feeling so happy after the meal. I’ve even recommended it to my colleagues, and they all loved it too!

I already loved this brand when I had it in Japan, so I was really excited to see it here.

Just a small suggestion - the return area can get a bit messy, and sometimes you have to wait for staff to collect trays before you can leave. Also, tables could be cleaned a bit more frequently, especially during busy times when there are long lines. It might help to have more staff focusing on cleaning.

Overall, still a great experience and I’ll definitely keep coming back!
- ̗̀ ( ˶'ᵕ'˶) ̖́-"
rev_37,03/19/2026 22:05:50,Alan Siu Kuen Wong,Seimen,soup,too salty,-1,Negative,Negative,TRUE,"Honestly, the UDon is good; but the soup and the Donkatsu are leabing to the salty side. I have a curry chicken. The chicken is over done and dry. Overall it is fine; but not extraordinary. My wife has a beef UDon. It is ok. The surprise is their deep fried shrimp and zucchini. The outside is crunchy and the inside is still juicy These two are great.
The line is long but it is not a long wait because the turnover is very fast."
rev_37,03/19/2026 22:05:50,Alan Siu Kuen Wong,Yusen & Prep,Donkatsu,too salty,-1,Negative,Negative,TRUE,"Honestly, the UDon is good; but the soup and the Donkatsu are leabing to the salty side. I have a curry chicken. The chicken is over done and dry. Overall it is fine; but not extraordinary. My wife has a beef UDon. It is ok. The surprise is their deep fried shrimp and zucchini. The outside is crunchy and the inside is still juicy These two are great.
The line is long but it is not a long wait because the turnover is very fast."
rev_37,03/19/2026 22:05:50,Alan Siu Kuen Wong,Yusen & Prep,curry chicken,over done dry,-0.8,Negative,Negative,TRUE,"Honestly, the UDon is good; but the soup and the Donkatsu are leabing to the salty side. I have a curry chicken. The chicken is over done and dry. Overall it is fine; but not extraordinary. My wife has a beef UDon. It is ok. The surprise is their deep fried shrimp and zucchini. The outside is crunchy and the inside is still juicy These two are great.
The line is long but it is not a long wait because the turnover is very fast."
rev_37,03/19/2026 22:05:50,Alan Siu Kuen Wong,Yusen & Prep,beef Udon,it is ok,0,Neutral,Neutral,FALSE,"Honestly, the UDon is good; but the soup and the Donkatsu are leabing to the salty side. I have a curry chicken. The chicken is over done and dry. Overall it is fine; but not extraordinary. My wife has a beef UDon. It is ok. The surprise is their deep fried shrimp and zucchini. The outside is crunchy and the inside is still juicy These two are great.
The line is long but it is not a long wait because the turnover is very fast."
rev_37,03/19/2026 22:05:50,Alan Siu Kuen Wong,Tempura,deep fried shrimp,great,1,Positive,Positive,FALSE,"Honestly, the UDon is good; but the soup and the Donkatsu are leabing to the salty side. I have a curry chicken. The chicken is over done and dry. Overall it is fine; but not extraordinary. My wife has a beef UDon. It is ok. The surprise is their deep fried shrimp and zucchini. The outside is crunchy and the inside is still juicy These two are great.
The line is long but it is not a long wait because the turnover is very fast."
rev_37,03/19/2026 22:05:50,Alan Siu Kuen Wong,Tempura,zucchini,great,1,Positive,Positive,FALSE,"Honestly, the UDon is good; but the soup and the Donkatsu are leabing to the salty side. I have a curry chicken. The chicken is over done and dry. Overall it is fine; but not extraordinary. My wife has a beef UDon. It is ok. The surprise is their deep fried shrimp and zucchini. The outside is crunchy and the inside is still juicy These two are great.
The line is long but it is not a long wait because the turnover is very fast."
rev_37,03/19/2026 22:05:50,Alan Siu Kuen Wong,Service,wait time,not long wait,0.8,Positive,Positive,FALSE,"Honestly, the UDon is good; but the soup and the Donkatsu are leabing to the salty side. I have a curry chicken. The chicken is over done and dry. Overall it is fine; but not extraordinary. My wife has a beef UDon. It is ok. The surprise is their deep fried shrimp and zucchini. The outside is crunchy and the inside is still juicy These two are great.
The line is long but it is not a long wait because the turnover is very fast."
rev_38,03/19/2026 20:09:44,Fare C (FAREvolution),Food,,,0,Neutral,Neutral,FALSE,"Experience is tilting.  This place isn’t a restaurant, more like a cafeteria.  People just steal and hold tables as soon as they walk in.  There you are standing with a tray of food looking for a seat after waiting in line for 15 mins or so.  Hopefully, they manage this problem soon."
rev_38,03/19/2026 20:09:44,Fare C (FAREvolution),Service,,,0,Neutral,Neutral,FALSE,"Experience is tilting.  This place isn’t a restaurant, more like a cafeteria.  People just steal and hold tables as soon as they walk in.  There you are standing with a tray of food looking for a seat after waiting in line for 15 mins or so.  Hopefully, they manage this problem soon."
rev_38,03/19/2026 20:09:44,Fare C (FAREvolution),Ambiance,,,0,Neutral,Neutral,FALSE,"Experience is tilting.  This place isn’t a restaurant, more like a cafeteria.  People just steal and hold tables as soon as they walk in.  There you are standing with a tray of food looking for a seat after waiting in line for 15 mins or so.  Hopefully, they manage this problem soon."
rev_41,03/19/2026 00:35:19,Daniel Frohlich,Seimen,Udon Soup,Amazing,1,Positive,Positive,FALSE,Amazing Udon Soup and the hand made noodles are FABULOUS!
rev_41,03/19/2026 00:35:19,Daniel Frohlich,Yusen & Prep,hand made noodles,FABULOUS,1,Positive,Positive,FALSE,Amazing Udon Soup and the hand made noodles are FABULOUS!
rev_42,03/18/2026 21:46:34,Anni Zhou,Value,price,reasonably priced,0.9,Positive,Positive,FALSE,"Yum! Super reasonably priced (their original Kake udon is $6.49 for a reg), good texture of noodle, and the line moves quickly because it’s cafeteria style. From the tempura - shrimp one was best. I do wish the broth was hotter and the seats are kind of hard to maneuver around when they’re all pushed out (hard to walk between tables).

Overall solid spot for a decently priced hot meal in Toronto. I would definitely come back to try the other options!"
rev_42,03/18/2026 21:46:34,Anni Zhou,Seimen,broth,not hot enough,-0.8,Negative,Negative,TRUE,"Yum! Super reasonably priced (their original Kake udon is $6.49 for a reg), good texture of noodle, and the line moves quickly because it’s cafeteria style. From the tempura - shrimp one was best. I do wish the broth was hotter and the seats are kind of hard to maneuver around when they’re all pushed out (hard to walk between tables).

Overall solid spot for a decently priced hot meal in Toronto. I would definitely come back to try the other options!"
rev_42,03/18/2026 21:46:34,Anni Zhou,Yusen & Prep,noodle texture,good texture,0.8,Positive,Positive,FALSE,"Yum! Super reasonably priced (their original Kake udon is $6.49 for a reg), good texture of noodle, and the line moves quickly because it’s cafeteria style. From the tempura - shrimp one was best. I do wish the broth was hotter and the seats are kind of hard to maneuver around when they’re all pushed out (hard to walk between tables).

Overall solid spot for a decently priced hot meal in Toronto. I would definitely come back to try the other options!"
rev_42,03/18/2026 21:46:34,Anni Zhou,Service,wait time,moves quickly,0.8,Positive,Positive,FALSE,"Yum! Super reasonably priced (their original Kake udon is $6.49 for a reg), good texture of noodle, and the line moves quickly because it’s cafeteria style. From the tempura - shrimp one was best. I do wish the broth was hotter and the seats are kind of hard to maneuver around when they’re all pushed out (hard to walk between tables).

Overall solid spot for a decently priced hot meal in Toronto. I would definitely come back to try the other options!"
rev_42,03/18/2026 21:46:34,Anni Zhou,Tempura,shrimp tempura,was best,0.9,Positive,Positive,FALSE,"Yum! Super reasonably priced (their original Kake udon is $6.49 for a reg), good texture of noodle, and the line moves quickly because it’s cafeteria style. From the tempura - shrimp one was best. I do wish the broth was hotter and the seats are kind of hard to maneuver around when they’re all pushed out (hard to walk between tables).

Overall solid spot for a decently priced hot meal in Toronto. I would definitely come back to try the other options!"
rev_42,03/18/2026 21:46:34,Anni Zhou,Service,seats,hard to maneuver,-0.7,Negative,Negative,TRUE,"Yum! Super reasonably priced (their original Kake udon is $6.49 for a reg), good texture of noodle, and the line moves quickly because it’s cafeteria style. From the tempura - shrimp one was best. I do wish the broth was hotter and the seats are kind of hard to maneuver around when they’re all pushed out (hard to walk between tables).

Overall solid spot for a decently priced hot meal in Toronto. I would definitely come back to try the other options!"
rev_43,03/18/2026 16:45:24,Tiffany Ngan,Service,wait time,quick and efficient,0.8,Positive,Positive,FALSE,"Been waiting FOREVER for a Marugame close to home since I first tried them in Hawaii! So glad they are now open in Toronto!

Everything about this location is consistent and on par with their other locations (Vancouver, LA). The wait during first day of soft opening was 20 mins, and immediately upon ordering the food, seats had opened up (quick, turnkey)!

I ordered my favourite Kitsune Udon (regular $9.49), noodles were hot and chewy, broth was just right, the deep fried tofu was sweet and flavourful— nicely complemented with the green onions and tempura bits. There is a wide variety of fried tempuras to choose from, but the you always have to get the shrimp as it’s the best addition to the noodles!

I can’t wait to go back again for the other menu items, you can’t go wrong when it comes to Marugame!"
rev_43,03/18/2026 16:45:24,Tiffany Ngan,Yusen & Prep,noodles,hot and chewy,0.9,Positive,Positive,FALSE,"Been waiting FOREVER for a Marugame close to home since I first tried them in Hawaii! So glad they are now open in Toronto!

Everything about this location is consistent and on par with their other locations (Vancouver, LA). The wait during first day of soft opening was 20 mins, and immediately upon ordering the food, seats had opened up (quick, turnkey)!

I ordered my favourite Kitsune Udon (regular $9.49), noodles were hot and chewy, broth was just right, the deep fried tofu was sweet and flavourful— nicely complemented with the green onions and tempura bits. There is a wide variety of fried tempuras to choose from, but the you always have to get the shrimp as it’s the best addition to the noodles!

I can’t wait to go back again for the other menu items, you can’t go wrong when it comes to Marugame!"
rev_43,03/18/2026 16:45:24,Tiffany Ngan,Seimen,broth,just right,0.8,Positive,Positive,FALSE,"Been waiting FOREVER for a Marugame close to home since I first tried them in Hawaii! So glad they are now open in Toronto!

Everything about this location is consistent and on par with their other locations (Vancouver, LA). The wait during first day of soft opening was 20 mins, and immediately upon ordering the food, seats had opened up (quick, turnkey)!

I ordered my favourite Kitsune Udon (regular $9.49), noodles were hot and chewy, broth was just right, the deep fried tofu was sweet and flavourful— nicely complemented with the green onions and tempura bits. There is a wide variety of fried tempuras to choose from, but the you always have to get the shrimp as it’s the best addition to the noodles!

I can’t wait to go back again for the other menu items, you can’t go wrong when it comes to Marugame!"
rev_43,03/18/2026 16:45:24,Tiffany Ngan,Tempura,deep fried tofu,sweet and flavourful,0.9,Positive,Positive,FALSE,"Been waiting FOREVER for a Marugame close to home since I first tried them in Hawaii! So glad they are now open in Toronto!

Everything about this location is consistent and on par with their other locations (Vancouver, LA). The wait during first day of soft opening was 20 mins, and immediately upon ordering the food, seats had opened up (quick, turnkey)!

I ordered my favourite Kitsune Udon (regular $9.49), noodles were hot and chewy, broth was just right, the deep fried tofu was sweet and flavourful— nicely complemented with the green onions and tempura bits. There is a wide variety of fried tempuras to choose from, but the you always have to get the shrimp as it’s the best addition to the noodles!

I can’t wait to go back again for the other menu items, you can’t go wrong when it comes to Marugame!"
rev_43,03/18/2026 16:45:24,Tiffany Ngan,Yusen & Prep,green onions,nicely complemented,0.7,Positive,Positive,FALSE,"Been waiting FOREVER for a Marugame close to home since I first tried them in Hawaii! So glad they are now open in Toronto!

Everything about this location is consistent and on par with their other locations (Vancouver, LA). The wait during first day of soft opening was 20 mins, and immediately upon ordering the food, seats had opened up (quick, turnkey)!

I ordered my favourite Kitsune Udon (regular $9.49), noodles were hot and chewy, broth was just right, the deep fried tofu was sweet and flavourful— nicely complemented with the green onions and tempura bits. There is a wide variety of fried tempuras to choose from, but the you always have to get the shrimp as it’s the best addition to the noodles!

I can’t wait to go back again for the other menu items, you can’t go wrong when it comes to Marugame!"
rev_43,03/18/2026 16:45:24,Tiffany Ngan,Tempura,tempura bits,flavorful complement,0.8,Positive,Positive,FALSE,"Been waiting FOREVER for a Marugame close to home since I first tried them in Hawaii! So glad they are now open in Toronto!

Everything about this location is consistent and on par with their other locations (Vancouver, LA). The wait during first day of soft opening was 20 mins, and immediately upon ordering the food, seats had opened up (quick, turnkey)!

I ordered my favourite Kitsune Udon (regular $9.49), noodles were hot and chewy, broth was just right, the deep fried tofu was sweet and flavourful— nicely complemented with the green onions and tempura bits. There is a wide variety of fried tempuras to choose from, but the you always have to get the shrimp as it’s the best addition to the noodles!

I can’t wait to go back again for the other menu items, you can’t go wrong when it comes to Marugame!"
rev_43,03/18/2026 16:45:24,Tiffany Ngan,Tempura,fried tempuras,wide variety,0.9,Positive,Positive,FALSE,"Been waiting FOREVER for a Marugame close to home since I first tried them in Hawaii! So glad they are now open in Toronto!

Everything about this location is consistent and on par with their other locations (Vancouver, LA). The wait during first day of soft opening was 20 mins, and immediately upon ordering the food, seats had opened up (quick, turnkey)!

I ordered my favourite Kitsune Udon (regular $9.49), noodles were hot and chewy, broth was just right, the deep fried tofu was sweet and flavourful— nicely complemented with the green onions and tempura bits. There is a wide variety of fried tempuras to choose from, but the you always have to get the shrimp as it’s the best addition to the noodles!

I can’t wait to go back again for the other menu items, you can’t go wrong when it comes to Marugame!"
rev_43,03/18/2026 16:45:24,Tiffany Ngan,Tempura,shrimp,best addition,0.9,Positive,Positive,FALSE,"Been waiting FOREVER for a Marugame close to home since I first tried them in Hawaii! So glad they are now open in Toronto!

Everything about this location is consistent and on par with their other locations (Vancouver, LA). The wait during first day of soft opening was 20 mins, and immediately upon ordering the food, seats had opened up (quick, turnkey)!

I ordered my favourite Kitsune Udon (regular $9.49), noodles were hot and chewy, broth was just right, the deep fried tofu was sweet and flavourful— nicely complemented with the green onions and tempura bits. There is a wide variety of fried tempuras to choose from, but the you always have to get the shrimp as it’s the best addition to the noodles!

I can’t wait to go back again for the other menu items, you can’t go wrong when it comes to Marugame!"
rev_43,03/18/2026 16:45:24,Tiffany Ngan,Value,price,regular $9.49,0.8,Positive,Positive,FALSE,"Been waiting FOREVER for a Marugame close to home since I first tried them in Hawaii! So glad they are now open in Toronto!

Everything about this location is consistent and on par with their other locations (Vancouver, LA). The wait during first day of soft opening was 20 mins, and immediately upon ordering the food, seats had opened up (quick, turnkey)!

I ordered my favourite Kitsune Udon (regular $9.49), noodles were hot and chewy, broth was just right, the deep fried tofu was sweet and flavourful— nicely complemented with the green onions and tempura bits. There is a wide variety of fried tempuras to choose from, but the you always have to get the shrimp as it’s the best addition to the noodles!

I can’t wait to go back again for the other menu items, you can’t go wrong when it comes to Marugame!"
rev_44,03/18/2026 16:22:43,Kevin Cox,Seimen,Udon,Good,0.8,Positive,Positive,FALSE,"Good udon and great tempura. My only minor complaint is that all of the soup options are on the sweeter side which I don't prefer. But I think that is authentic to the style.

Also love that they don't ask for a tip. Makes checkout so nice and quick."
rev_44,03/18/2026 16:22:43,Kevin Cox,Tempura,Tempura,great,0.9,Positive,Positive,FALSE,"Good udon and great tempura. My only minor complaint is that all of the soup options are on the sweeter side which I don't prefer. But I think that is authentic to the style.

Also love that they don't ask for a tip. Makes checkout so nice and quick."
rev_44,03/18/2026 16:22:43,Kevin Cox,Seimen,Soup,sweet side,-0.8,Negative,Negative,TRUE,"Good udon and great tempura. My only minor complaint is that all of the soup options are on the sweeter side which I don't prefer. But I think that is authentic to the style.

Also love that they don't ask for a tip. Makes checkout so nice and quick."
rev_44,03/18/2026 16:22:43,Kevin Cox,Service,Service,"not ask tip, checkout quick",0.85,Positive,Positive,FALSE,"Good udon and great tempura. My only minor complaint is that all of the soup options are on the sweeter side which I don't prefer. But I think that is authentic to the style.

Also love that they don't ask for a tip. Makes checkout so nice and quick."
rev_47,03/18/2026 14:06:37,David L,Seimen,udon,"standard, nothing wrong",0,Neutral,Neutral,FALSE,"Tried Marugame Udon during soft opening. Overall, it’s decent—but not something I’d go out of my way for.

The setup is very cafeteria-style: you move down the line, pick your udon, then add tempura and sides. Efficient, but not exactly a “sit-down” experience.

Food:
•	The udon itself is standard—nothing wrong, but nothing memorable either.
•	The curry leaned more floral and had a thick, starchy consistency rather than a rich, saucy texture I was expecting.
•	Portioning was a bit disappointing. Even ordering a large, you mostly just get more noodles—not much extra meat. The pork and beef portions felt pretty skimpy.
•	Chicken karaage was a letdown—served cold and cut into small pieces.
•	The standout was definitely the tempura: light, crispy, and a solid variety. Easily the best part of the meal.

Value:
Paid about $50 for two without drinks, which feels steep for what you get. Having been to Japan multiple times, this is easily 2x the price for a lower overall quality experience.

Final thoughts:
It’s convenient, the location is great, and it scratches the itch if you’re craving quick Japanese comfort food—but expectations should be tempered. There’s potential, especially if they fix consistency and portioning."
rev_48,03/18/2026 02:56:09,Maggie Chu,Yusen & Prep,QUICKNESS,fast handling,0.7,Positive,Positive,FALSE,"Came at 4:45 for the soft opening and seems like half of Toronto also had the same idea cuz it was PACKED. Despite that the Marugame team had the line moving with QUICKNESS.
Food was stellar. Had the beef udon and its dipping sauce counterpart. Staff super friendly. Quality of tempura sooo delish with the crunch. It’s giving I’m back in a udon spot in Japan, hello!"
rev_48,03/18/2026 02:56:09,Maggie Chu,Seimen,beef udon,stellar food,0.9,Positive,Positive,FALSE,"Came at 4:45 for the soft opening and seems like half of Toronto also had the same idea cuz it was PACKED. Despite that the Marugame team had the line moving with QUICKNESS.
Food was stellar. Had the beef udon and its dipping sauce counterpart. Staff super friendly. Quality of tempura sooo delish with the crunch. It’s giving I’m back in a udon spot in Japan, hello!"
rev_48,03/18/2026 02:56:09,Maggie Chu,Yusen & Prep,dipping sauce,excellent sauce,0.8,Positive,Positive,FALSE,"Came at 4:45 for the soft opening and seems like half of Toronto also had the same idea cuz it was PACKED. Despite that the Marugame team had the line moving with QUICKNESS.
Food was stellar. Had the beef udon and its dipping sauce counterpart. Staff super friendly. Quality of tempura sooo delish with the crunch. It’s giving I’m back in a udon spot in Japan, hello!"
rev_48,03/18/2026 02:56:09,Maggie Chu,Service,staff,very friendly,0.9,Positive,Positive,FALSE,"Came at 4:45 for the soft opening and seems like half of Toronto also had the same idea cuz it was PACKED. Despite that the Marugame team had the line moving with QUICKNESS.
Food was stellar. Had the beef udon and its dipping sauce counterpart. Staff super friendly. Quality of tempura sooo delish with the crunch. It’s giving I’m back in a udon spot in Japan, hello!"
rev_48,03/18/2026 02:56:09,Maggie Chu,Tempura,tempura,delicious quality,0.95,Positive,Positive,FALSE,"Came at 4:45 for the soft opening and seems like half of Toronto also had the same idea cuz it was PACKED. Despite that the Marugame team had the line moving with QUICKNESS.
Food was stellar. Had the beef udon and its dipping sauce counterpart. Staff super friendly. Quality of tempura sooo delish with the crunch. It’s giving I’m back in a udon spot in Japan, hello!"
rev_50,03/17/2026 20:22:02,Thanuja V,Seimen,udon,perfectly chewy noodles,0.9,Positive,Positive,FALSE,"This popular udon chain is now in downtown Toronto. They offer udon made fresh daily along with don as well. Thr udon is perfectly chewy noodles, and the menu features rich, comforting flavour pairings.  I really enjoyed the chicken katsu udon option.  Simple, authentic, and so satisfying onna cold day.  They even have a tempura station and sauce station too on the other side of the restaurant. Make sure to check it out. The perfect comfort food!"
rev_50,03/17/2026 20:22:02,Thanuja V,Seimen,menu flavour pairings,"rich, comforting flavour",0.9,Positive,Positive,FALSE,"This popular udon chain is now in downtown Toronto. They offer udon made fresh daily along with don as well. Thr udon is perfectly chewy noodles, and the menu features rich, comforting flavour pairings.  I really enjoyed the chicken katsu udon option.  Simple, authentic, and so satisfying onna cold day.  They even have a tempura station and sauce station too on the other side of the restaurant. Make sure to check it out. The perfect comfort food!"
rev_50,03/17/2026 20:22:02,Thanuja V,Seimen,chicken katsu udon,really enjoyed,0.9,Positive,Positive,FALSE,"This popular udon chain is now in downtown Toronto. They offer udon made fresh daily along with don as well. Thr udon is perfectly chewy noodles, and the menu features rich, comforting flavour pairings.  I really enjoyed the chicken katsu udon option.  Simple, authentic, and so satisfying onna cold day.  They even have a tempura station and sauce station too on the other side of the restaurant. Make sure to check it out. The perfect comfort food!"
rev_50,03/17/2026 20:22:02,Thanuja V,Tempura,tempura station,available,0.9,Positive,Positive,FALSE,"This popular udon chain is now in downtown Toronto. They offer udon made fresh daily along with don as well. Thr udon is perfectly chewy noodles, and the menu features rich, comforting flavour pairings.  I really enjoyed the chicken katsu udon option.  Simple, authentic, and so satisfying onna cold day.  They even have a tempura station and sauce station too on the other side of the restaurant. Make sure to check it out. The perfect comfort food!"
rev_54,03/16/2026 23:08:13,Paul Nguyen,Yusen & Prep,niku udon,favorite dish,1,Positive,Positive,FALSE,"Amazing franchise had it all over the world !

Their niku udon is my favourite along side with their squid tempura.

Definitely recommend!"
rev_54,03/16/2026 23:08:13,Paul Nguyen,Tempura,squid tempura,favorite dish,1,Positive,Positive,FALSE,"Amazing franchise had it all over the world !

Their niku udon is my favourite along side with their squid tempura.

Definitely recommend!"
rev_57,03/21/2026 03:07:37,Marco C,Yusen & Prep,咖喱饭,very good taste,1,Positive,Positive,FALSE,点了个咖喱饭，味道很好。天妇罗虾外脆里嫩。
rev_57,03/21/2026 03:07:37,Marco C,Tempura,天妇罗虾,crispy and tender,1,Positive,Positive,FALSE,点了个咖喱饭，味道很好。天妇罗虾外脆里嫩。
